iter	MAE
0	0.05314002063
1	0.0530505821
2	0.05297145238
3	0.0529132951
4	0.05286296748
5	0.05281842162
6	0.05277501655
7	0.05273900101
8	0.05270558784
9	0.05268089618
10	0.05266250419
11	0.05264022129
12	0.05262267247
13	0.05260901963
14	0.05258699735
15	0.05257509401
16	0.05255677746
17	0.05254316027
18	0.05253080029
19	0.05251905179
20	0.05250835258
21	0.05250053271
22	0.05249075768
23	0.05248054787
24	0.05247240581
25	0.0524657435
26	0.05245525462
27	0.05244836031
28	0.05244090923
29	0.05243204226
30	0.0524257432
31	0.05241913556
32	0.05241415411
33	0.0524074783
34	0.05240251768
35	0.05239649382
36	0.0523895544
37	0.05238475024
38	0.05238018248
39	0.0523731449
40	0.05236581956
41	0.05236081288
42	0.05235308091
43	0.05234348691
44	0.05233880693
45	0.05233231176
46	0.05232726559
47	0.05232154188
48	0.05231865484
49	0.05231252158
50	0.05230839058
51	0.05230193215
52	0.05229754369
53	0.05229461542
54	0.05229133796
55	0.05228642044
56	0.05228374925
57	0.05228134394
58	0.05227633114
59	0.05227017507
60	0.05226785621
61	0.05226473255
62	0.05226187751
63	0.05225387864
64	0.05225097305
65	0.0522480746
66	0.05224506584
67	0.05224050552
68	0.05223800079
69	0.05223429369
70	0.05223001499
71	0.05222783603
72	0.05222237215
73	0.05221686042
74	0.052212206
75	0.05220932254
76	0.05220589133
77	0.05220453552
78	0.05219955127
79	0.05219704695
80	0.05219291834
81	0.05219066823
82	0.05218505119
83	0.05218251472
84	0.05217985047
85	0.05217646997
86	0.05217459414
87	0.05217140509
88	0.05217003922
89	0.0521684116
90	0.05216518673
91	0.05216213828
92	0.052160698
93	0.05215763835
94	0.05215311219
95	0.05215037343
96	0.05214758493
97	0.05214488541
98	0.05214060937
99	0.05213628019
100	0.05213142008
101	0.05212915626
102	0.05212601824
103	0.0521227718
104	0.05211939292
105	0.05211714678
106	0.05211614997
107	0.05211291179
108	0.05210897356
109	0.05210590608
110	0.05210339014
111	0.05210082531
112	0.05209750739
113	0.05209393866
114	0.05209212012
115	0.05209099394
116	0.05208913442
117	0.05208672919
118	0.05208585293
119	0.05208321239
120	0.05207775546
121	0.05207523929
122	0.05207401336
123	0.05207162954
124	0.0520681291
125	0.0520656633
126	0.05206399794
127	0.05206261684
128	0.05206119796
129	0.05205891335
130	0.05205739653
131	0.05205517761
132	0.05205320087
133	0.05204985962
134	0.05204731061
135	0.05204537924
136	0.05204300093
137	0.05204084908
138	0.0520387821
139	0.05203692037
140	0.05203387815
141	0.05203102475
142	0.0520271609
143	0.05202281245
144	0.05201961892
145	0.05201732959
146	0.05201556351
147	0.05201371811
148	0.0520115097
149	0.05200934189
150	0.05200689072
151	0.05200226743
152	0.05199993812
153	0.05199696134
154	0.05199279255
155	0.05199196186
156	0.05198951399
157	0.05198790965
158	0.05198674736
159	0.05198268777
160	0.05198104256
161	0.05197873298
162	0.05197747586
163	0.05197453313
164	0.05197247424
165	0.05197002484
166	0.05196706612
167	0.05196586989
168	0.05196317703
169	0.05196092227
170	0.05195885962
171	0.05195709194
172	0.05195433725
173	0.05195337744
174	0.0519518611
175	0.05195041556
176	0.05194874182
177	0.05194694098
178	0.051945064
179	0.05194199514
180	0.05194090705
181	0.05194002875
182	0.05193950889
183	0.05193694947
184	0.05193410344
185	0.05193296859
186	0.05193193961
187	0.05192958409
188	0.05192618843
189	0.05192382454
190	0.05192144811
191	0.05191925514
192	0.05191794374
193	0.05191646461
194	0.05191509644
195	0.05191112547
196	0.05190852519
197	0.05190730961
198	0.05190488821
199	0.05190404605
200	0.05190288653
201	0.05190048162
202	0.05189870663
203	0.05189706914
204	0.051896437
205	0.05189422491
206	0.05189090433
207	0.05188997258
208	0.05188883007
209	0.05188679893
210	0.05188470239
211	0.05188176785
212	0.05188096253
213	0.05187749074
214	0.0518762865
215	0.05187503292
216	0.05187401055
217	0.05187240722
218	0.05186977556
219	0.05186765395
220	0.05186606887
221	0.05186402955
222	0.05186241638
223	0.05185889584
224	0.05185756124
225	0.0518563899
226	0.05185520465
227	0.05185306478
228	0.0518514307
229	0.0518502556
230	0.05184847356
231	0.05184524366
232	0.05184399737
233	0.05184188992
234	0.05184076062
235	0.05183913098
236	0.05183649931
237	0.05183482936
238	0.05183251026
239	0.05183100378
240	0.0518299158
241	0.05182867247
242	0.05182697565
243	0.05182565053
244	0.0518239652
245	0.05182126166
246	0.05181942264
247	0.05181632932
248	0.05181539419
249	0.05181478668
250	0.05181426377
251	0.05181315066
252	0.05181230266
253	0.05180786215
254	0.05180574298
255	0.05180337239
256	0.05180201298
257	0.05180005127
258	0.05179679307
259	0.05179552741
260	0.05179386037
261	0.05179221205
262	0.05179083265
263	0.05179003439
264	0.05178933887
265	0.05178854826
266	0.05178691191
267	0.0517852505
268	0.05178409527
269	0.05178274577
270	0.05178244967
271	0.0517809468
272	0.051778936
273	0.05177525655
274	0.05177328575
275	0.05177174527
276	0.05177057467
277	0.05176914016
278	0.05176624014
279	0.05176404806
280	0.05176321218
281	0.05176143918
282	0.05175971155
283	0.05175770852
284	0.05175600445
285	0.05175554957
286	0.05175485245
287	0.05175367138
288	0.05175187722
289	0.05175164408
290	0.05175010713
291	0.0517494033
292	0.0517473413
293	0.05174541019
294	0.05174414931
295	0.05174342274
296	0.05174283379
297	0.05174127722
298	0.05174034686
299	0.05173881779
300	0.05173730313
301	0.0517357857
302	0.05173436621
303	0.0517331955
304	0.05173241759
305	0.05173112596
306	0.05173060584
307	0.05172912838
308	0.05172833873
309	0.05172723719
310	0.05172610446
311	0.05172416669
312	0.05172193519
313	0.05172101232
314	0.05172026208
315	0.05171854859
316	0.0517170372
317	0.05171621942
318	0.05171506045
319	0.05171374482
320	0.05171159894
321	0.05171034467
322	0.05170993794
323	0.05170918091
324	0.05170767633
325	0.0517068185
326	0.05170505354
327	0.05170284085
328	0.05170135926
329	0.05170064346
330	0.05169936159
331	0.05169895763
332	0.05169813426
333	0.05169527442
334	0.05169339644
335	0.0516923536
336	0.05168989593
337	0.05168907995
338	0.05168820318
339	0.05168582374
340	0.05168545168
341	0.05168370433
342	0.05168249367
343	0.05168052315
344	0.05167824834
345	0.05167619558
346	0.05167477813
347	0.05167414212
348	0.05167281108
349	0.05167006356
350	0.05166895633
351	0.05166778668
352	0.05166698884
353	0.05166513111
354	0.05166384524
355	0.05166288436
356	0.05166060381
357	0.05165954926
358	0.05165779256
359	0.05165592082
360	0.0516556114
361	0.05165410845
362	0.05165297856
363	0.05165197925
364	0.05165086461
365	0.05164975076
366	0.05164829322
367	0.05164673246
368	0.05164624734
369	0.05164589825
370	0.05164491242
371	0.0516433806
372	0.0516426342
373	0.05164158948
374	0.05164015457
375	0.05163810564
376	0.05163645227
377	0.05163579171
378	0.05163504609
379	0.05163410897
380	0.05163343479
381	0.05163306742
382	0.05163167937
383	0.05163069573
384	0.0516290498
385	0.05162802007
386	0.05162674879
387	0.05162530479
388	0.0516235112
389	0.05162269043
390	0.05162230008
391	0.05162106386
392	0.05162008327
393	0.0516191903
394	0.05161864902
395	0.05161616236
396	0.05161571812
397	0.05161327464
398	0.05161182776
399	0.05161050523
400	0.0516095506
401	0.05160814747
402	0.05160711713
403	0.05160684347
404	0.05160561515
405	0.05160435275
406	0.05160342278
407	0.05160228385
408	0.05160113985
409	0.0516006807
410	0.0515999964
411	0.05159869371
412	0.05159699884
413	0.05159524405
414	0.05159300062
415	0.05159235632
416	0.05159140719
417	0.05159009307
418	0.05158933173
419	0.05158823873
420	0.05158658128
421	0.05158518205
422	0.05158404792
423	0.05158330263
424	0.05158197937
425	0.0515799194
426	0.05157926328
427	0.05157856171
428	0.05157777075
429	0.05157747801
430	0.05157612642
431	0.051575851
432	0.05157512988
433	0.05157433159
434	0.05157239766
435	0.05157030183
436	0.05156967937
437	0.05156914821
438	0.05156763313
439	0.05156690961
440	0.05156607706
441	0.05156314763
442	0.0515627106
443	0.05156143449
444	0.05156064515
445	0.05155868305
446	0.05155761442
447	0.05155626672
448	0.05155462996
449	0.05155369703
450	0.05155141611
451	0.05155045854
452	0.0515492662
453	0.05154847967
454	0.05154697242
455	0.05154492794
456	0.05154423468
457	0.05154373545
458	0.05154257588
459	0.05154074155
460	0.05153975208
461	0.05153873972
462	0.05153719488
463	0.05153660732
464	0.05153585745
465	0.05153518847
466	0.05153328026
467	0.05153320365
468	0.05153241312
469	0.05153182181
470	0.05153103988
471	0.05153057519
472	0.05152873409
473	0.05152686257
474	0.05152616095
475	0.05152541816
476	0.05152491561
477	0.0515231581
478	0.05152226784
479	0.05152177082
480	0.05152051116
481	0.05151938712
482	0.05151807615
483	0.05151668698
484	0.05151556455
485	0.05151461243
486	0.05151256231
487	0.05151030051
488	0.05150938495
489	0.05150851063
490	0.05150702455
491	0.05150603721
492	0.05150509684
493	0.05150434049
494	0.05150373862
495	0.05150264135
496	0.05150044828
497	0.05149940809
498	0.05149876044
499	0.0514971784
500	0.05149622411
501	0.05149463208
502	0.05149395488
503	0.05149367696
504	0.05149125245
505	0.05149014074
506	0.05148939447
507	0.05148812584
508	0.05148704979
509	0.05148546603
510	0.05148366896
511	0.05148273716
512	0.05148203543
513	0.0514807521
514	0.05148034963
515	0.05147922006
516	0.05147825512
517	0.05147745351
518	0.05147653104
519	0.05147574433
520	0.0514750003
521	0.05147391774
522	0.0514720689
523	0.05147075622
524	0.05146971979
525	0.05146877853
526	0.05146732248
527	0.05146657544
528	0.05146585902
529	0.05146479888
530	0.05146372974
531	0.05146220898
532	0.0514604859
533	0.05145921005
534	0.05145860608
535	0.05145781518
536	0.05145723571
537	0.05145541647
538	0.05145385874
539	0.05145297219
540	0.05145266291
541	0.05145224887
542	0.05145184837
543	0.05145136131
544	0.05145077407
545	0.0514496511
546	0.05144899954
547	0.05144787776
548	0.05144646399
549	0.05144539513
550	0.05144457196
551	0.05144362596
552	0.05144209917
553	0.0514403829
554	0.05143930943
555	0.05143863031
556	0.05143767731
557	0.05143638301
558	0.05143452914
559	0.05143359885
560	0.05143312425
561	0.05143236312
562	0.05143106858
563	0.0514288329
564	0.05142810579
565	0.05142677413
566	0.05142571719
567	0.05142495059
568	0.05142421331
569	0.0514236806
570	0.05142265139
571	0.05141997276
572	0.05141960417
573	0.05141903654
574	0.05141798261
575	0.05141690533
576	0.05141585828
577	0.0514152334
578	0.0514134641
579	0.05141239084
580	0.05141180811
581	0.05141112483
582	0.0514104107
583	0.05140998922
584	0.05140911491
585	0.05140820448
586	0.05140789172
587	0.05140661494
588	0.05140559346
589	0.05140400885
590	0.05140321433
591	0.05140205866
592	0.05140084114
593	0.05139974971
594	0.05139882315
595	0.05139846921
596	0.05139785602
597	0.05139697893
598	0.05139589887
599	0.05139456481
600	0.0513937023
601	0.05139314515
602	0.05139139339
603	0.0513897874
604	0.05138841717
605	0.0513878434
606	0.05138657335
607	0.05138594631
608	0.05138495587
609	0.05138482014
610	0.05138442231
611	0.0513832789
612	0.05138247815
613	0.0513802253
614	0.05137874247
615	0.05137804416
616	0.05137638135
617	0.05137570013
618	0.05137459106
619	0.05137429945
620	0.05137330179
621	0.05137292545
622	0.05137148655
623	0.05136900744
624	0.05136838442
625	0.05136750566
626	0.05136701842
627	0.05136640815
628	0.05136501755
629	0.05136401991
630	0.05136360478
631	0.05136234072
632	0.05136102591
633	0.05136022408
634	0.05135855972
635	0.0513570695
636	0.051355768
637	0.05135393488
638	0.05135164119
639	0.05135055449
640	0.05134966272
641	0.05134797274
642	0.05134715173
643	0.05134646934
644	0.05134570702
645	0.05134498408
646	0.05134390983
647	0.05134319426
648	0.05134276005
649	0.05134209381
650	0.05133938026
651	0.05133803281
652	0.05133764069
653	0.05133638
654	0.05133502152
655	0.05133478313
656	0.05133423354
657	0.05133269886
658	0.05133195576
659	0.05133019892
660	0.05132943028
661	0.0513282094
662	0.05132726659
663	0.05132602387
664	0.05132486355
665	0.05132462511
666	0.05132401725
667	0.05132171227
668	0.05132040283
669	0.05131952362
670	0.05131880246
671	0.05131704428
672	0.05131647639
673	0.05131589604
674	0.05131411491
675	0.05131249836
676	0.05131058663
677	0.05130725037
678	0.05130698567
679	0.05130500059
680	0.05130404069
681	0.0513032616
682	0.05130247604
683	0.05130109248
684	0.05129986032
685	0.05129919511
686	0.05129826549
687	0.05129685638
688	0.05129658414
689	0.0512944607
690	0.05129337679
691	0.05129272288
692	0.05129156046
693	0.05129089504
694	0.05129043348
695	0.05128972917
696	0.05128894373
697	0.05128805194
698	0.05128737596
699	0.05128556308
700	0.05128349939
701	0.0512822642
702	0.05128172087
703	0.0512812885
704	0.05128059529
705	0.05127989928
706	0.05127938432
707	0.05127865876
708	0.05127744768
709	0.05127650756
710	0.05127590491
711	0.05127440713
712	0.05127383998
713	0.0512715127
714	0.05127076835
715	0.05127025625
716	0.05126955578
717	0.05126933863
718	0.05126821763
719	0.0512671864
720	0.05126661375
721	0.05126624431
722	0.05126582246
723	0.05126470562
724	0.05126441087
725	0.0512633507
726	0.05126244633
727	0.05126075976
728	0.05126057184
729	0.05125959253
730	0.051258665
731	0.05125731119
732	0.05125637402
733	0.05125595711
734	0.05125449599
735	0.05125347551
736	0.05125277185
737	0.05125230693
738	0.05125036957
739	0.05124992002
740	0.0512498563
741	0.05124896994
742	0.05124653055
743	0.05124622303
744	0.05124532383
745	0.05124519326
746	0.05124476185
747	0.05124301207
748	0.05124283138
749	0.05124128428
750	0.05123886371
751	0.05123793222
752	0.05123673982
753	0.05123605967
754	0.05123453829
755	0.05123415948
756	0.05123338989
757	0.05123211518
758	0.05123086483
759	0.05122996212
760	0.05122917899
761	0.05122802468
762	0.05122748061
763	0.05122652848
764	0.05122563111
765	0.05122473283
766	0.05122349083
767	0.0512211985
768	0.05122063656
769	0.05121879405
770	0.05121870672
771	0.05121811836
772	0.05121768361
773	0.05121708609
774	0.05121684111
775	0.05121541785
776	0.05121480821
777	0.05121314828
778	0.05121287934
779	0.05121134361
780	0.05121080079
781	0.05120845974
782	0.05120799344
783	0.051207693
784	0.05120764397
785	0.05120673929
786	0.05120565216
787	0.05120493463
788	0.05120346697
789	0.05120297801
790	0.05120199413
791	0.05120173584
792	0.05120060493
793	0.05119972127
794	0.05119855466
795	0.05119731011
796	0.05119645891
797	0.05119526122
798	0.05119492966
799	0.0511943282
800	0.051193736
801	0.0511925873
802	0.0511921424
803	0.05119135628
804	0.05119049266
805	0.05118985689
806	0.0511875411
807	0.05118627567
808	0.05118559382
809	0.05118514591
810	0.0511843777
811	0.05118426594
812	0.05118334501
813	0.05118185404
814	0.05118121771
815	0.05117986065
816	0.05117889241
817	0.05117745532
818	0.05117671052
819	0.05117533137
820	0.05117444651
821	0.05117414418
822	0.05117316969
823	0.05117271297
824	0.05117165777
825	0.05117091046
826	0.05117041869
827	0.0511684163
828	0.05116786298
829	0.05116709058
830	0.0511661769
831	0.05116329074
832	0.05116187713
833	0.05116146928
834	0.05115995675
835	0.05115856661
836	0.05115804207
837	0.05115663356
838	0.05115617481
839	0.05115541573
840	0.05115457715
841	0.05115343831
842	0.0511532151
843	0.05115198698
844	0.05115162482
845	0.05115036482
846	0.05115009824
847	0.05114847706
848	0.05114711406
849	0.05114572545
850	0.05114551698
851	0.05114484544
852	0.05114471551
853	0.05114431261
854	0.05114343459
855	0.05114233449
856	0.05114041522
857	0.05113961608
858	0.05113776561
859	0.05113673153
860	0.05113604334
861	0.05113551609
862	0.05113499097
863	0.0511345214
864	0.05113412043
865	0.05113371435
866	0.05113275267
867	0.05113076151
868	0.05113002708
869	0.05112903355
870	0.05112814644
871	0.05112784912
872	0.05112658547
873	0.05112600742
874	0.05112525682
875	0.05112450838
876	0.05112396121
877	0.05112337319
878	0.05112262877
879	0.05112157628
880	0.05112019233
881	0.05111939538
882	0.05111907533
883	0.05111778379
884	0.05111745828
885	0.05111565749
886	0.05111499077
887	0.05111310852
888	0.05111283316
889	0.05111117244
890	0.05111061235
891	0.05110992419
892	0.05110907574
893	0.05110734968
894	0.05110671102
895	0.05110618837
896	0.05110544843
897	0.05110498707
898	0.05110379309
899	0.05110201583
900	0.05110140396
901	0.05110117757
902	0.05110099444
903	0.05110041821
904	0.05109899313
905	0.05109798567
906	0.05109742693
907	0.05109611031
908	0.05109525133
909	0.05109473767
910	0.05109427123
911	0.05109336253
912	0.05109333468
913	0.05109298078
914	0.05109235031
915	0.05109203227
916	0.05109125421
917	0.05109082416
918	0.05108961779
919	0.05108893757
920	0.05108849478
921	0.05108792229
922	0.05108694562
923	0.05108595563
924	0.0510851631
925	0.05108414244
926	0.05108333914
927	0.05108211571
928	0.05108056867
929	0.05107895798
930	0.05107796324
931	0.0510771891
932	0.05107632227
933	0.05107597718
934	0.05107565454
935	0.0510747377
936	0.0510741968
937	0.05107256828
938	0.05107206738
939	0.05107081947
940	0.05107032885
941	0.05106963425
942	0.05106902627
943	0.05106811123
944	0.05106762086
945	0.05106667669
946	0.05106547415
947	0.05106376438
948	0.05106356983
949	0.05106281764
950	0.0510627334
951	0.05106109989
952	0.0510595501
953	0.0510584954
954	0.05105713107
955	0.05105663109
956	0.0510561013
957	0.0510549914
958	0.05105431431
959	0.05105369178
960	0.05105272328
961	0.05105124995
962	0.05105045666
963	0.05105012241
964	0.05104905528
965	0.05104859735
966	0.05104742088
967	0.05104674741
968	0.05104644961
969	0.05104529337
970	0.0510449121
971	0.05104428021
972	0.05104237959
973	0.05104181154
974	0.0510403059
975	0.05103943329
976	0.0510385555
977	0.05103744369
978	0.05103533779
979	0.05103475182
980	0.05103369919
981	0.05103229864
982	0.05103188879
983	0.05103154674
984	0.05103071852
985	0.05102933921
986	0.05102848495
987	0.05102704947
988	0.05102656688
989	0.05102418306
990	0.05102395447
991	0.05102366416
992	0.05102260257
993	0.05102224984
994	0.05102011194
995	0.05101936064
996	0.05101829885
997	0.05101734579
998	0.0510169453
999	0.05101593295
1000	0.05101506569
1001	0.05101414709
1002	0.05101308799
1003	0.05101266513
1004	0.05101252857
1005	0.05101172408
1006	0.05101143719
1007	0.05101051556
1008	0.05101033735
1009	0.05100992567
1010	0.05100877192
1011	0.05100789732
1012	0.0510068457
1013	0.05100654223
1014	0.05100593449
1015	0.05100474295
1016	0.05100449919
1017	0.05100386501
1018	0.0510031677
1019	0.05100275302
1020	0.0510017999
1021	0.05099989895
1022	0.05099837793
1023	0.05099793475
1024	0.05099739728
1025	0.0509964195
1026	0.05099548308
1027	0.05099456927
1028	0.05099299687
1029	0.05099176022
1030	0.05099036554
1031	0.05098990701
1032	0.05098886671
1033	0.05098789401
1034	0.05098702116
1035	0.05098592297
1036	0.05098494478
1037	0.05098394359
1038	0.05098371641
1039	0.05098312062
1040	0.05098140764
1041	0.05098070357
1042	0.05098029877
1043	0.05097995075
1044	0.05097952158
1045	0.05097889337
1046	0.05097810807
1047	0.05097651817
1048	0.05097507888
1049	0.05097448969
1050	0.05097392518
1051	0.05097293652
1052	0.05097215707
1053	0.05097055715
1054	0.0509695421
1055	0.05096864462
1056	0.05096682784
1057	0.050965016
1058	0.05096350785
1059	0.05096316773
1060	0.05096189425
1061	0.05096137664
1062	0.05095986153
1063	0.05095860913
1064	0.05095789825
1065	0.05095710466
1066	0.05095528994
1067	0.05095447432
1068	0.05095376258
1069	0.0509532635
1070	0.05095260786
1071	0.0509519381
1072	0.05095099138
1073	0.05095026272
1074	0.05094974806
1075	0.05094804317
1076	0.05094731274
1077	0.0509462125
1078	0.05094401526
1079	0.05094348953
1080	0.05094254891
1081	0.05094162275
1082	0.05094013388
1083	0.05093944646
1084	0.05093836335
1085	0.05093809635
1086	0.05093728564
1087	0.05093598076
1088	0.05093502376
1089	0.05093465114
1090	0.05093403077
1091	0.05093315212
1092	0.05093239863
1093	0.05093173175
1094	0.0509302525
1095	0.05092937695
1096	0.0509285914
1097	0.05092801587
1098	0.05092731527
1099	0.05092636258
1100	0.05092580466
1101	0.05092542396
1102	0.050924387
1103	0.05092329887
1104	0.05092262982
1105	0.05092161928
1106	0.05092128332
1107	0.05092069247
1108	0.05091956734
1109	0.05091910607
1110	0.05091870973
1111	0.05091791673
1112	0.05091692875
1113	0.05091601152
1114	0.0509136902
1115	0.05091313721
1116	0.05091170459
1117	0.05091116104
1118	0.05091089703
1119	0.05090943517
1120	0.050908479
1121	0.05090728958
1122	0.05090656706
1123	0.05090507546
1124	0.05090408951
1125	0.05090298464
1126	0.050901854
1127	0.05090126818
1128	0.0509004832
1129	0.05090000167
1130	0.05089969956
1131	0.05089906893
1132	0.05089855297
1133	0.05089637601
1134	0.05089563168
1135	0.05089473231
1136	0.05089387498
1137	0.05089330635
1138	0.05089141072
1139	0.05088990762
1140	0.05088824159
1141	0.05088696962
1142	0.05088613175
1143	0.05088581191
1144	0.05088497688
1145	0.05088389188
1146	0.05088231446
1147	0.05088087261
1148	0.05088003877
1149	0.05087959166
1150	0.05087828034
1151	0.05087770567
1152	0.05087616783
1153	0.05087521636
1154	0.05087402668
1155	0.05087349707
1156	0.05087229942
1157	0.05087174399
1158	0.05087019134
1159	0.05086905352
1160	0.05086857795
1161	0.05086804999
1162	0.05086665608
1163	0.05086536405
1164	0.05086454442
1165	0.05086331763
1166	0.05086221914
1167	0.05086046691
1168	0.05085977439
1169	0.05085922612
1170	0.05085822153
1171	0.05085704681
1172	0.05085660851
1173	0.05085539309
1174	0.05085407785
1175	0.05085142233
1176	0.05085084706
